SBS0_Load,SBS0_SINR,SBS0_PRB,SBS0_Power,SBS1_Load,SBS1_SINR,SBS1_PRB,SBS1_Power,SBS2_Load,SBS2_SINR,SBS2_PRB,SBS2_Power,SBS3_Load,SBS3_SINR,SBS3_PRB,SBS3_Power,SBS4_Load,SBS4_SINR,SBS4_PRB,SBS4_Power,SBS5_Load,SBS5_SINR,SBS5_PRB,SBS5_Power,Throughput,Delay,SINR,EnergyEfficiency,TotalPower,PacketLoss,BackhaulUtilization,SleepRatio,ActiveSBS,Reward
12.7276,13.7865,23,28,53.4386,11.664,46,22,51.1038,25.3998,56,27,47.5053,9.90601,42,23,36.7085,15.4239,43,23,41.6577,9.35578,40,24,56.1828,0.002,14.256,1.5632,35.9409,0.5,20.7531,0,6,91.2719
50.4233,9.85963,25,23,57.9952,8.66008,43,22,27.6646,15.8547,42,26,14.2295,12.0285,34,27,12.1715,6.44008,27,22,53.9089,18.4346,52,25,32.3237,0.005,11.8796,0.904615,35.732,0.5,6.22422,0,6,50.6522
33.9933,19.2948,37,29,59.0498,8.13434,48,23,37.2415,11.8347,45,24,51.118,16.597,53,31,27.9304,7.8164,40,30,40.7832,6.85655,43,23,33.747,0.009,11.7556,0.895064,37.7035,4.5,5.24424,0,6,36.5625
54.9635,21.6939,32,27,46.0741,10.1551,46,30,35.0562,8.58358,42,27,13.018,10.9699,36,28,12.8721,15.2535,40,30,55.1445,3.30792,43,22,29.6351,0.003,11.6606,0.784166,37.7918,2.5,9.57205,0,6,37.4004
34.0758,10.324,24,24,58.138,10.2928,45,27,22.0644,12.3588,37,22,59.0616,16.5333,50,25,20.4165,10.3569,35,22,26.0732,15.2102,39,22,29.9761,0.006,12.5127,0.84335,35.5441,0.5,8.03735,0,6,46.5963
23.1751,9.65015,26,22,50.2251,8.10985,46,24,32.7212,16.9597,48,30,11.8162,26.7964,51,31,44.2907,17.9563,53,30,36.2859,12.2257,46,22,46.9192,0.007,15.283,1.29158,36.3271,2.5,35.3546,0.166667,5,66.7096
40.8315,12.3242,32,24,51.7492,15.9176,53,25,47.0131,10.3008,48,23,24.6818,12.6189,42,23,10.0139,14.003,39,23,32.0448,14.0678,45,22,30.3282,0.007,13.2054,0.85856,35.3245,2.5,8.7391,0,6,39.2376
11.5268,8.2998,20,25,41.6626,8.04662,44,22,51.412,8.64537,46,29,53.8627,10.0518,50,23,39.2363,9.65208,43,26,36.234,22.3169,55,30,46.8738,0.008,11.1688,1.27144,36.8667,3.5,11.9235,0,6,63.1352
16.6475,11.9677,22,27,16.631,17.6121,39,29,21.7519,18.1784,42,28,25.4044,19.1042,43,25,12.3674,19.4765,39,23,10.177,19.6647,39,25,32.7902,0.009,17.6673,0.892045,36.7585,0.5,10.5421,0,6,51.0197
24.8591,12.1218,28,26,47.2696,20.4162,57,29,32.8977,15.728,47,25,59.2457,8.4233,48,23,21.3,23.3312,51,30,18.6584,3.02616,31,22,42.3398,0.007,13.8411,1.14846,36.8667,4.5,5.70394,0,6,51.542
44.7921,4.79803,25,25,15.8805,3.92205,32,23,11.4146,22.0991,46,31,15.471,20.5199,47,31,30.295,9.3188,41,26,25.5422,7.19711,37,25,39.9025,0.006,11.3092,1.05708,37.7479,4.5,11.5942,0,6,46.9128
19.4661,4.21921,20,22,11.0927,15.4321,40,30,16.8239,13.6337,41,27,14.5584,9.41424,37,25,25.707,12.8469,42,30,16.7903,14.9135,42,30,25.9159,0.006,11.7433,0.68243,37.9759,4.5,6.54442,0,6,23.0689
18.5469,8.8556,19,22,55.1499,14.6464,49,24,30.6982,20.0535,46,29,40.1494,7.26189,38,23,35.067,14.9805,43,27,29.8447,12.7726,39,26,37.8835,0.007,13.0951,1.04354,36.3028,0.5,11.6924,0,6,59.8836
12.7932,15.7621,30,26,12.123,17.252,42,30,18.7266,12.1101,39,24,54.3481,7.97605,48,27,31.446,9.40262,41,23,32.0365,14.5964,46,26,35.5136,0.004,12.8499,0.966407,36.7481,3.5,9.55901,0,6,43.7551
30.5457,13.8354,45,25,10.6314,1.07403,27,22,58.4328,8.63619,48,28,40.0171,23.0211,57,28,45.7671,5.36916,41,24,24.4497,13.3612,43,31,48.9727,0.009,10.8828,1.31482,37.2467,4.5,15.0481,0,6,62.5013
33.6843,5.65845,40,24,56.7241,24.2469,62,30,29.4391,5.17726,37,23,40.3711,20.6404,55,26,25.4663,7.00697,37,22,28.4193,16.7087,48,30,42.3244,0.009,13.2398,1.14368,37.0073,2.5,15.634,0,6,59.1614
34.018,14.6911,33,29,49.6415,9.89569,47,22,51.4517,5.90979,44,25,20.914,7.00107,37,23,24.8657,14.8559,44,30,51.8413,9.19848,47,27,28.8441,0.005,10.2587,0.780209,36.9698,2.5,9.02281,0,6,36.2546
43.716,10.3629,20,27,50.0391,20.7949,57,25,22.559,12.307,42,30,36.9472,11.6484,45,28,34.2889,15.527,48,27,24.4347,16.5076,45,24,33.2732,0.003,14.5246,0.894423,37.2007,2.5,9.79084,0,6,43.7804
50.871,21.9579,31,31,24.4798,18.8084,47,28,24.7794,10.7674,40,28,28.0749,14.2234,45,26,40.0784,22.4531,57,31,56.8196,10.3459,50,26,37.7799,0.005,16.426,0.979364,38.576,2.5,12.8608,0,6,51.0079
22.7306,22.5205,38,30,36.8122,9.51603,43,29,33.7645,12.9979,46,31,22.5514,14.2301,43,22,26.0684,9.80874,39,26,18.7521,9.71204,37,27,44.2389,0.004,13.1309,1.16079,38.111,2.5,8.33734,0,6,62.3256
57.6616,11.8356,33,22,10.4142,11.5439,37,25,14.21,22.5724,49,31,15.5641,7.43601,35,24,31.38,15.9465,47,24,35.9178,16.9705,50,23,41.1284,0.008,14.3841,1.1288,36.4355,2.5,7.24983,0,6,57.5507
12.6989,16.0351,41,29,25.6892,14.6984,44,24,12.3828,10.3518,36,22,51.7404,14.2594,51,26,51.1583,11.8128,49,22,23.7718,22.4589,51,27,41.0867,0.009,14.9361,1.13306,36.2618,3.5,10.0466,0,6,53.4472
25.3656,19.8435,35,24,58.515,14.6144,54,28,11.7847,17.2106,42,22,48.0081,22.7202,59,29,32.2203,6.11711,38,24,40.9203,19.945,54,30,32.734,0.007,16.7418,0.882648,37.0862,4.5,8.84512,0,6,34.8949
34.7341,11.1903,45,25,22.78,12.5553,42,25,54.4901,17.864,57,29,35.461,12.9839,46,23,13.2112,14.6612,40,26,32.7225,19.7586,50,28,41.4229,0.004,14.8355,1.13006,36.6554,1.5,13.6331,0,6,61.8135
47.6889,9.9525,30,31,10.2733,13.1351,38,30,53.6447,8.83469,48,30,54.9181,20.6499,59,31,32.392,18.3702,49,26,37.8189,9.3449,43,27,34.8379,0.008,13.3812,0.918791,37.9171,4.5,28.5969,0.166667,5,37.6759
33.284,22.6409,53,27,27.003,12.7223,44,27,51.103,10.3991,48,25,46.3004,14.1716,49,22,21.1232,6.15239,36,23,12.7222,15.6479,41,26,43.9137,0.002,13.6224,1.2173,36.0747,2.5,13.5536,0,6,62.3064
46.9124,9.11244,30,27,12.9085,8.66824,34,29,36.9773,16.0486,49,27,10.7511,19.5568,44,31,50.0516,11.1183,49,27,10.4937,10.5737,36,30,33.9343,0.003,12.513,0.880111,38.5568,3.5,5.22748,0,6,40.686
32.228,9.39461,27,26,35.3124,7.88569,42,27,52.7123,22.1431,58,31,36.3577,9.01918,43,29,46.6978,16.7773,54,30,37.4604,13.2039,46,24,47.9726,0.003,13.0706,1.2557,38.2037,2.5,15.495,0,6,68.4683
48.7913,12.3445,28,28,41.0316,17.0622,47,23,37.7155,7.54386,36,23,57.2595,13.8407,48,30,18.2904,11.7478,34,28,31.5033,14.3406,40,25,34.2251,0.009,12.8133,0.925572,36.9772,0.5,4.88961,0,6,53.5923
24.7774,7.13051,20,23,57.164,14.2797,53,25,21.6927,10.2565,40,23,48.1466,19.4925,56,22,45.4034,17.381,52,31,31.8114,17.8586,49,28,44.1846,0.003,14.3998,1.20185,36.7637,1.5,14.0751,0,6,66.5133
12.5039,14.914,20,25,53.0177,5.88944,44,22,36.1567,12.7547,46,24,22.0268,11.4064,41,26,17.4967,24.0872,50,27,26.0777,17.0024,46,30,47.4336,0.008,14.3423,1.29511,36.6252,3.5,14.017,0,6,64.1208
46.7052,20.2809,40,29,56.8293,11.821,51,29,43.9852,15.773,51,27,50.9304,16.5195,53,22,53.5144,8.08963,48,26,55.0156,6.89518,47,24,38.8071,0.004,13.2299,1.05175,36.8976,2.5,14.4889,0,6,53.2182
43.6084,13.646,49,28,46.5751,15.5804,51,29,41.4785,8.12588,44,27,35.7775,12.1372,45,30,42.6281,4.2505,40,24,46.9721,10.784,48,29,37.6784,0.007,10.754,0.992269,37.972,1.5,9.94889,0,6,55.0846
44.027,18.6233,32,25,50.5996,15.6794,48,31,38.8146,16.6188,44,29,57.101,15.1473,49,29,38.4147,8.42103,37,22,41.1936,7.86972,39,26,33.4194,0.009,13.7266,0.922668,36.2204,0.5,24.4191,0.166667,5,51.8352
58.2167,6.36013,28,24,16.0455,25.4161,51,27,52.4248,13.5108,51,26,45.9536,12.9704,48,24,42.4948,9.32188,45,24,38.1163,11.7138,45,27,46.7496,0.004,13.2155,1.34904,34.654,1.5,38.2121,0.166667,5,70.978
21.5239,9.24909,26,25,49.3397,18.9462,56,29,29.8756,21.3582,52,31,30.3854,9.71059,41,26,47.9403,15.68,53,25,55.3287,18.9894,58,26,46.6557,0.004,15.6556,1.29664,35.9819,2.5,46.6557,0.166667,5,66.0585
39.7525,13.7938,47,28,56.8889,25.2407,63,31,37.7235,6.15074,40,26,32.1788,9.49719,41,26,51.8332,17.4942,54,26,45.3251,16.5711,51,22,57.9093,0.004,14.7913,1.55492,37.2427,2.5,20.2084,0,6,85.6976
29.9947,13.6453,45,25,43.6203,21.3527,56,29,47.1812,16.7525,54,24,48.9062,15.5148,52,22,20.3488,14.0745,43,29,45.4637,7.84004,44,24,47.5984,0.007,14.8633,1.30172,36.5658,1.5,12.1972,0,6,72.4853
43.6663,22.4762,41,30,35.4039,18.2634,51,26,42.537,26.2897,60,30,46.7489,21.9833,58,28,17.5954,15.5117,42,30,27.3032,7.6467,39,27,54.7316,0.006,18.6952,1.42048,38.5303,3.5,7.12936,0,6,76.135
50.5499,13.609,34,28,44.8529,8.72225,44,24,57.9301,7.37777,47,26,38.9387,4.544,39,23,34.6352,20.3788,53,24,56.5179,15.9723,55,31,40.1715,0.007,11.7674,1.08601,36.9899,4.5,10.3706,0,6,47.64
30.2896,5.76331,24,25,42.985,10.7601,46,26,25.3448,21.2402,50,28,45.6805,9.42027,45,25,23.373,16.4727,45,30,22.0204,20.3173,49,27,36.8518,0.009,13.9956,0.991633,37.1627,4.5,9.40864,0,6,41.9105
15.5339,9.92955,37,25,15.7008,11.3483,39,31,34.0126,21.8517,54,30,27.6591,0.78445,33,22,34.8626,10.0764,44,25,40.9725,14,49,28,47.4044,0.004,11.3317,1.25805,37.6808,2.5,16.8819,0,6,67.63
40.165,15.7,20,31,23.358,7.31516,32,27,16.1495,8.64581,31,22,29.7276,9.21105,36,27,34.6957,13.292,41,28,37.1149,18.9822,47,30,37.2455,0.002,12.191,0.978837,38.0507,0.5,8.70872,0,6,58.3836
12.9448,12.1731,21,27,45.2884,12.6864,43,24,59.7011,16.0071,50,29,11.7905,12.1734,32,22,17.6445,5.78176,29,22,36.2284,12.1905,40,26,22.4254,0.008,11.8354,0.645116,34.7618,0.5,18.2527,0.166667,5,33.4305
11.9991,15.0662,24,22,10.3981,7.7349,28,23,25.1157,12.0765,36,27,55.4688,25.7865,59,31,11.4437,9.19705,30,22,22.8664,15.5388,39,28,25.195,0.002,14.2333,0.682652,36.9076,0.5,8.97259,0,6,38.022
20.3943,3.79208,21,23,52.7986,9.90021,47,29,59.5155,17.4914,56,27,44.6894,9.3623,45,25,40.9361,10.9746,46,22,48.0013,14.093,51,25,43.1081,0.009,10.9356,1.18801,36.286,3.5,15.1193,0,6,56.7647
34.4315,8.12553,27,24,26.6835,19.1726,50,27,17.8192,15.861,43,25,23.2307,16.3923,45,25,53.5464,14.546,54,25,12.3016,10.5742,36,24,42.531,0.009,14.1119,1.18299,35.9522,1.5,14.4782,0,6,63.9049
24.2071,22.9084,38,28,43.8761,11.6791,47,25,14.1046,18.8256,45,28,54.6046,13.5204,53,24,15.2886,17.2511,44,26,47.052,26.4518,62,31,47.0947,0.008,18.4394,1.25632,37.4864,1.5,15.3543,0,6,71.1931
49.2625,23.8276,43,31,28.9873,25.9383,56,28,35.9005,12.6591,46,24,57.3946,4.57528,45,22,46.7718,15.7188,53,29,43.2694,9.9223,45,23,49.2496,0.003,15.4402,1.37594,35.7934,4.5,33.4518,0.166667,5,62.9999
23.2544,11.1802,28,25,43.9341,18.3098,53,31,55.7868,10.8834,50,22,25.5274,16.4911,45,29,10.8345,13.156,38,26,38.328,17.8714,51,26,24.2988,0.003,14.6487,0.678278,35.8242,4.5,22.5349,0.166667,5,20.3174
10.0078,4.0143,19,23,11.051,25.253,49,31,23.5181,11.3543,41,31,19.79,4.62994,33,28,36.1827,12.2265,46,28,29.6461,21.0724,51,30,44.276,0.005,13.0917,1.13589,38.9793,4.5,13.976,0,6,53.9385
14.7511,19.0933,34,30,11.4999,14.0956,39,23,26.8434,13.2856,44,30,33.441,9.66296,43,28,51.9437,20.1985,57,28,53.4699,14.4613,54,25,38.9144,0.007,15.1329,1.03009,37.7777,1.5,10.8967,0,6,57.2281
37.2896,26.6303,38,31,53.2789,3.23408,36,24,46.6157,14.8988,45,29,45.8913,9.45858,40,28,27.0845,3.98162,31,24,58.4183,17.8898,52,24,45.2632,0.004,12.6822,1.20903,37.4378,0.5,16.7196,0,6,72.0504
15.5545,8.6075,19,26,32.9154,26.303,51,31,58.4279,8.04052,43,25,48.304,10.4653,43,28,46.5725,18.0209,48,30,15.5624,8.06339,31,29,47.9625,0.006,13.2501,1.24907,38.3985,0.5,6.41265,0,6,76.6421
32.0481,11.7695,29,24,55.5443,22.9938,61,27,23.8955,14.7238,44,26,42.4094,8.77649,44,23,12.2735,12.6766,38,26,12.0584,13.0836,38,23,29.1813,0.005,14.004,0.84712,34.4476,1.5,23.4546,0.166667,5,41.0644
44.9289,14.8702,45,27,55.4175,4.63646,40,22,48.549,21.6688,53,30,32.3166,12.6213,39,26,39.8776,15.1295,43,26,44.231,4.86062,36,22,46.3091,0.005,12.2978,1.26478,36.6144,0.5,13.344,0,6,74.2275
52.4908,17.1963,54,25,22.1338,9.38375,39,27,52.5789,8.65863,46,23,33.4422,2.27544,37,22,18.8324,19.8435,46,28,56.8736,15.4837,54,30,38.912,0.002,12.1402,1.05721,36.8064,2.5,14.0741,0,6,53.449
18.7814,11.6819,20,26,25.1345,21.14,50,31,15.7098,9.11807,37,24,19.9495,5.19738,33,22,51.4599,8.19226,46,24,12.0852,14.8813,40,29,40.4275,0.009,11.7018,1.08933,37.1122,2.5,12.8195,0,6,55.9573
38.505,17.3158,35,28,45.9706,15.1612,50,23,50.9712,9.23361,47,24,17.5344,15.1028,42,28,57.383,13.9829,53,27,26.6622,10.7416,40,22,29.2831,0.007,13.5896,0.805094,36.3723,1.5,10.1172,0,6,41.1172
47.1008,23.4694,33,29,10.7783,15.0442,40,29,57.2695,14.8368,54,30,46.8972,3.40078,42,23,37.5463,20.1382,53,27,44.8708,6.13681,42,22,40.7659,0.004,13.8377,1.0886,37.4479,3.5,15.4698,0,6,52.3778
49.6621,6.23954,27,25,21.8782,16.516,45,22,30.2612,6.491,38,22,12.9184,14.7434,40,28,24.7784,10.0837,40,24,33.5759,24.0892,56,29,50.5146,0.006,13.0271,1.39122,36.3097,1.5,6.46129,0,6,77.7731
24.7375,11.6204,23,25,30.448,17.3023,43,31,44.532,13.5247,44,30,59.7134,8.07266,43,25,10.6956,11.4275,32,27,56.2409,13.9658,48,30,31.5942,0.007,12.6522,0.822926,38.3926,0.5,10.3983,0,6,48.5564
22.9822,13.7029,30,27,45.5044,16.8335,52,29,54.8234,21.6433,60,31,20.0471,10.5255,40,31,51.5622,10.1031,48,29,37.3197,3.85577,38,22,25.623,0.006,12.7773,0.660963,38.7662,2.5,4.85478,0,6,30.4453
17.6853,13.1972,28,28,52.1179,16.4572,53,30,50.3188,27.1297,63,31,43.5344,6.24085,42,24,39.2439,10.6837,44,25,14.2481,6.59968,34,23,55.5388,0.005,13.3847,1.53605,36.1568,3.5,43.3745,0.166667,5,77.3778
35.423,10.159,44,27,53.5403,8.14577,48,25,32.0035,4.79738,37,24,31.8141,13.9325,45,31,44.672,13.5738,49,24,42.9978,13.8488,49,28,30.7258,0.007,10.7429,0.825746,37.2097,2.5,10.2092,0,6,39.3766
35.4135,22.7712,40,31,24.8711,17.2218,46,23,20.4595,10.402,40,22,23.9412,2.39551,33,22,21.8328,14.4383,43,26,13.7221,17.909,45,31,44.7229,0.008,14.1896,1.19476,37.4325,4.5,5.72046,0,6,55.4362
13.3892,21.3085,26,28,55.5897,11.8837,51,27,11.4001,4.57655,31,24,38.9544,8.45518,42,25,23.7214,15.763,45,31,30.793,11.1236,43,27,36.8661,0.004,12.1851,0.984156,37.4597,4.5,13.4745,0,6,41.7515
29.4721,24.1326,40,27,40.404,9.09619,45,27,28.2155,7.59048,39,22,57.4366,17.1316,56,24,32.388,15.0721,46,22,24.6455,18.6831,47,28,46.0518,0.002,15.2843,1.2721,36.2015,1.5,12.6405,0,6,69.9691
54.6572,13.8464,35,30,36.7394,14.8844,48,29,55.9279,15.0888,54,31,43.962,5.01358,41,26,32.6723,8.84063,40,24,13.018,11.058,36,30,22.3186,0.002,11.4553,0.57667,38.7025,3.5,5.56918,0,6,20.818
50.1469,22.8341,42,30,29.4789,10.3792,42,27,27.0925,12.2404,44,26,17.0792,20.3305,47,30,10.1655,20.982,45,31,59.8619,13.023,52,31,37.7206,0.007,16.6315,0.956959,39.4171,3.5,6.18737,0,6,46.8626
42.5813,9.5914,29,22,12.573,13.1194,38,27,21.3979,7.77529,37,27,49.9648,20.1322,57,31,27.6821,15.018,46,24,23.4308,21.3561,50,24,45.5795,0.006,14.4987,1.23447,36.9222,1.5,5.60736,0,6,69.093
25.5847,8.21917,25,27,54.6367,13.4921,53,29,57.2571,14.7464,54,22,19.7899,7.5834,35,24,10.3092,24.6631,49,30,35.2417,13.095,46,27,49.8481,0.002,13.6332,1.39606,35.7064,1.5,43.12,0.166667,5,75.7805
52.2005,18.5992,28,31,17.3671,16.6888,44,26,15.9499,17.4851,44,25,22.0026,11.7225,41,24,49.3836,10.2782,48,29,14.5739,9.44926,37,25,30.4008,0.002,14.0372,0.81427,37.335,2.5,8.21465,0,6,38.8721
29.3434,14.8989,22,29,53.6387,8.27916,48,23,32.3166,14.7345,46,24,39.2627,11.5036,45,23,22.6181,9.39242,39,26,51.1378,17.7641,54,29,31.6717,0.003,12.7621,0.864472,36.637,4.5,8.65914,0,6,33.2175
24.3189,7.13071,24,28,34.2332,13.0226,46,27,22.6964,14.22,43,22,33.614,21.6666,54,27,40.9284,16.5135,51,31,45.48,21.2391,56,28,48.0853,0.006,15.6321,1.27609,37.6817,2.5,15.1633,0,6,68.8372
23.3137,3.2947,15,23,31.8228,13.2572,39,27,28.3322,23.9565,49,27,31.5404,9.86672,36,23,54.1075,11.8973,46,23,26.5263,19.9458,43,31,43.4489,0.004,13.703,1.17876,36.8599,0.5,11.093,0,6,69.3018
38.1999,13.3081,41,23,54.1807,21.1373,55,25,26.7804,18.6873,44,24,21.5222,11.6436,36,24,38.7533,12.6683,41,28,54.0724,17.3204,51,22,33.3765,0.005,15.7942,0.932108,35.8076,0.5,8.24845,0,6,52.3846
24.8019,12.0717,36,29,51.6128,8.56914,41,26,52.5892,24.4352,55,31,28.3782,9.5743,36,23,11.9708,14.5014,35,25,55.1761,14.7365,49,31,29.6353,0.008,13.9814,0.775266,38.226,0.5,7.32388,0,6,45.3373
48.82,11.1538,32,28,26.2668,5.78986,36,24,31.0054,16.8621,48,28,54.4039,5.15439,45,22,55.9908,16.4669,55,31,31.4374,7.32992,39,23,36.2952,0.002,10.4595,1.01867,35.63,4.5,23.4946,0.166667,5,41.0269
23.7854,10.2123,40,24,12.4564,7.22878,33,28,28.2751,8.93286,41,30,52.3366,5.27346,43,22,59.888,14.9488,54,22,52.7751,18.0437,55,27,41.6877,0.009,10.7733,1.1359,36.7003,1.5,13.0995,0,6,62.2447
16.8625,21.2288,36,31,35.1674,10.0543,44,24,16.0469,13.4714,41,23,48.4306,16.653,53,27,56.1866,17.4985,56,24,38.1941,10.5698,44,29,43.0269,0.007,14.9126,1.15489,37.2563,2.5,10.9852,0,6,60.4345
34.0611,4.39352,23,23,48.1605,10.3835,48,24,39.1374,14.9596,48,30,48.9912,9.59477,47,28,45.3236,8.97057,45,26,59.7526,12.0739,51,24,33.4933,0.005,10.0626,0.911855,36.731,2.5,4.09205,0,6,44.4485
37.0221,11.5631,30,30,22.961,20.9483,49,29,20.9346,17.2541,46,26,37.169,22.5218,55,30,19.9967,8.47573,36,23,47.8794,14.5468,52,30,40.6081,0.009,15.885,1.10073,36.892,4.5,30.3619,0.166667,5,47.8108
43.6146,11.916,31,29,55.1633,14.7385,54,29,33.9916,9.72874,43,23,22.2991,16.4841,45,29,50.8841,1.5703,40,24,45.9315,9.70221,45,29,36.3801,0.005,10.69,1.00698,36.128,3.5,25.9917,0.166667,5,44.931
56.9848,15.8966,37,31,43.9291,9.42756,45,25,30.0727,11.6414,43,27,18.8582,5.73684,34,23,26.4715,12.7188,42,31,15.4144,10.9755,38,28,21.7051,0.002,11.0661,0.591972,36.6657,2.5,18.9454,0.166667,5,23.7818
11.482,13.0204,27,30,41.0155,21.3278,56,28,29.7452,6.62852,38,27,23.6889,9.90008,39,31,16.7549,13.6665,41,30,22.4469,9.41097,39,26,46.1215,0.007,12.3257,1.18903,38.7892,4.5,14.5585,0,6,57.1196
21.6283,13.6774,20,26,53.0095,18.7032,55,25,44.6404,5.99881,42,23,35.0469,6.89209,41,24,52.1017,15.7787,53,24,37.8548,7.85716,42,23,38.8922,0.006,11.4846,1.09199,35.6158,2.5,9.8932,0,6,53.8981
34.8508,8.24013,27,28,47.2941,4.5749,43,22,18.4264,24.266,50,31,34.3858,8.0476,42,26,13.5316,10.352,38,23,12.0023,19.3613,44,30,43.3241,0.004,12.4737,1.15083,37.646,4.5,8.51529,0,6,52.9057
24.7119,10.3973,22,31,26.5606,23.0204,46,30,16.2705,21.4972,43,29,31.1939,1.84323,29,23,16.6241,12.3896,35,30,37.9339,10.1154,39,24,38.4404,0.002,13.2105,1.03882,37.004,0.5,32.8106,0.166667,5,60.0165
18.3283,9.51791,25,28,39.83,18.5805,51,28,39.1472,17.9521,51,30,23.001,7.16542,37,24,39.5358,10.4347,44,25,59.0173,22.0882,60,26,46.827,0.006,14.2898,1.31067,35.7274,4.5,37.4813,0.166667,5,58.7133
27.4495,16.4894,47,29,43.8622,15.6387,51,23,44.3897,8.33765,44,25,55.4844,11.8577,51,29,43.6166,5.37279,41,25,39.5863,18.4833,51,30,31.7177,0.009,12.6966,0.847598,37.4206,1.5,7.36661,0,6,45.0976
42.5884,20.4862,55,31,14.8547,15.9105,43,23,20.3139,13.8176,43,22,27.5664,16.0114,47,23,59.6774,8.50734,48,22,31.4742,22.4537,53,24,48.066,0.004,16.1978,1.32683,36.2261,4.5,15.3821,0,6,61.3341
34.0719,26.7674,44,31,51.2715,12.4472,50,29,45.513,12.0747,47,30,57.5276,15.2808,54,28,23.8783,5.20608,35,22,32.6056,6.50241,38,28,50.4846,0.007,13.0464,1.31219,38.4737,3.5,9.41427,0,6,68.8291
44.1595,20.1124,34,29,22.1657,16.0513,40,24,24.7209,10.4784,35,28,12.5078,24.1625,43,27,55.3722,12.0704,46,22,35.5297,26.3426,53,28,43.9776,0.004,18.2029,1.18964,36.9671,0.5,13.9452,0,6,70.0878
36.1317,13.1786,46,30,50.0133,-0.226643,39,22,59.1865,17.5733,56,29,30.7592,19.7777,50,28,10.3293,9.59955,35,26,45.7661,16.9772,52,31,42.8937,0.007,12.8133,1.12167,38.2408,1.5,11.0323,0,6,63.8887
40.3969,13.1745,32,30,14.5869,14.8649,42,24,28.5985,9.71053,41,30,35.9425,2.9073,37,24,30.0963,15.2468,46,29,25.3129,18.7671,47,28,40.9873,0.008,12.4452,1.08067,37.9277,1.5,10.5962,0,6,60.7342
59.2661,17.7559,38,28,22.1965,11.4613,41,29,51.0657,4.98015,43,22,23.0066,9.36321,39,24,29.7588,11.3088,43,25,37.6505,3.16051,37,24,23.1692,0.005,9.67166,0.663829,34.9024,3.5,16.8021,0.166667,5,22.7432
51.2794,9.04777,30,29,43.777,12.1246,47,31,26.8375,3.88166,36,24,53.7568,20.1556,59,31,28.4838,17.4459,48,24,34.1148,7.65305,41,28,32.904,0.007,11.7181,0.855859,38.4455,3.5,6.7929,0,6,38.8884
35.2712,20.1441,38,26,25.226,12.041,41,25,25.5296,9.45669,39,24,27.3741,13.005,44,23,17.0703,17.2344,44,27,21.6392,25.3177,53,26,54.2724,0.003,16.1998,1.50488,36.0643,1.5,19.4274,0,6,83.9646
40.9524,18.2849,37,31,17.0221,12.0502,39,22,41.3229,12.364,48,28,54.1526,4.21875,44,24,10.9986,10.2155,36,22,53.888,17.6597,56,27,24.2357,0.007,12.4655,0.655741,36.9592,1.5,7.22332,0,6,32.391
11.5615,7.63439,33,30,59.5508,18.7342,57,30,44.2425,2.58378,39,22,14.1995,7.60945,35,26,15.1895,24.7296,51,31,41.3664,11.2512,47,26,48.6738,0.006,12.0904,1.27373,38.2136,3.5,16.5693,0,6,65.6164
29.0246,4.66918,23,28,49.9421,13.0183,50,24,34.9841,7.74063,41,22,24.9489,27.0114,55,30,26.7705,19.5318,50,29,20.6599,26.2059,54,28,52.4002,0.006,16.3629,1.39861,37.4659,4.5,10.7023,0,6,68.4408
39.9993,9.62559,23,23,12.8299,16.4748,36,28,42.8181,14.4433,44,29,17.6926,10.8214,33,22,10.499,11.3905,32,22,37.1771,11.6236,40,29,30.475,0.003,12.3965,0.829566,36.7361,0.5,10.2238,0,6,47.0885
45.3418,15.58,35,23,15.6945,5.31935,33,24,27.5881,17.1104,48,28,37.6491,12.4802,46,27,13.4626,13.1299,40,26,28.3089,13.5244,45,23,32.016,0.003,12.8574,0.884897,36.1805,3.5,9.22545,0,6,37.917
42.1052,13.3045,22,25,42.6052,14.0228,49,29,29.6183,14.9358,46,29,46.5693,17.1449,52,28,21.9781,5.68641,36,24,50.0301,19.1589,56,29,34.1136,0.006,14.0422,0.907726,37.5814,3.5,12.1487,0,6,41.0312
13.0318,9.22249,20,29,51.0063,9.36325,47,27,41.5674,3.45975,40,22,45.3471,13.9477,49,31,20.4654,9.15742,39,26,46.3014,27.8428,62,31,60.2079,0.008,12.1656,1.56914,38.37,4.5,14.5177,0,6,81.3198
54.237,13.0539,34,27,35.8251,4.03124,38,25,22.397,15.3132,44,30,46.4938,21.2065,56,26,50.5058,25.0936,61,29,35.6096,16.8706,50,28,52.6386,0.009,15.9282,1.39844,37.6408,4.5,12.6486,0,6,68.7097
41.4121,10.1742,25,24,58.0746,20.1121,54,30,46.202,10.5607,41,22,46.1815,23.3714,53,30,53.3033,14.1105,46,24,57.0237,14.9133,49,26,52.3425,0.003,15.5404,1.41241,37.059,0.5,13.0752,0,6,84.441
15.0308,22.9506,37,30,40.4922,14.1404,49,24,40.4613,10.3598,46,25,46.006,12.3621,48,24,46.6942,6.41778,44,24,28.3872,27.5279,57,31,53.1752,0.008,15.6264,1.42451,37.3287,2.5,12.8666,0,6,77.7467
15.9017,14.8564,20,28,18.9354,18.1472,45,31,28.713,4.96928,37,25,58.0864,6.75413,47,22,43.8022,13.9333,49,28,38.1085,9.3433,43,23,35.176,0.009,11.3339,0.945717,37.1951,2.5,9.65526,0,6,47.0195
